sensor,band,lat,lon,date,target_path,mode,img_mean,mode_id,is_forest,lat_cat,lon_cat,cv
Deforestation,,-4.33,-55.02,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2020_06_01.tiff,train,0.0113067626953125,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2021_08_01.tiff,train,0.044097900390625,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2017_07_01.tiff,train,0.007232666015625,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2016_08_01.tiff,train,0.0156097412109375,0,False,-34,-440,1
Deforestation,,-4.33,-55.02,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.02_-4.33_2019_08_01.tiff,train,0.015106201171875,0,False,-34,-440,1
Deforestation,,-4.21,-54.62,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2019_07_01.tiff,train,0.2843475341796875,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2020_06_01.tiff,train,0.3159027099609375,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2020_08_01.tiff,train,0.2932281494140625,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2021_08_01.tiff,train,0.3155364990234375,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2018_08_01.tiff,train,0.323333740234375,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2019_08_01.tiff,train,0.3016510009765625,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2016_08_01.tiff,train,0.264251708984375,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2021_05_01.tiff,train,0.3031005859375,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2017_08_01.tiff,train,0.3191070556640625,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2017_07_01.tiff,train,0.2724609375,0,False,-33,-436,1
Deforestation,,-4.21,-54.62,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-4.21_2018_06_01.tiff,train,0.30987548828125,0,False,-33,-436,1
Deforestation,,-3.85,-54.6,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2017_07_01.tiff,train,0.1838836669921875,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2020_06_01.tiff,train,0.1188201904296875,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2018_08_01.tiff,train,0.1874237060546875,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2021_05_01.tiff,train,0.170379638671875,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2019_08_01.tiff,train,0.174224853515625,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2020_08_01.tiff,train,0.19488525390625,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2021_08_01.tiff,train,0.1078948974609375,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2019_07_01.tiff,train,0.14312744140625,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2018_06_01.tiff,train,0.109893798828125,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2017_08_01.tiff,train,0.13922119140625,0,False,-30,-436,4
Deforestation,,-3.85,-54.6,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.60_-3.85_2016_08_01.tiff,train,0.15606689453125,0,False,-30,-436,4
Deforestation,,-3.55,-54.72,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2019_07_01.tiff,train,0.5828857421875,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2018_06_01.tiff,train,0.5193328857421875,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2017_07_01.tiff,train,0.488739013671875,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2017_08_01.tiff,train,0.51812744140625,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2021_05_01.tiff,train,0.66851806640625,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2016_08_01.tiff,train,0.5126495361328125,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2018_08_01.tiff,train,0.5029296875,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2019_08_01.tiff,train,0.579345703125,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2020_06_01.tiff,train,0.63397216796875,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2020_08_01.tiff,train,0.6928558349609375,0,False,-28,-437,0
Deforestation,,-3.55,-54.72,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.72_-3.55_2021_08_01.tiff,train,0.660491943359375,0,False,-28,-437,0
Deforestation,,-3.65,-54.62,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2021_08_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2018_06_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2020_06_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2016_08_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2017_08_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2021_05_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2020_08_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2019_07_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2017_07_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2018_08_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-3.65,-54.62,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.62_-3.65_2019_08_01.tiff,train,0.0,0,True,-29,-436,0
Deforestation,,-4.37,-55.2,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2021_05_01.tiff,train,0.194122314453125,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2020_06_01.tiff,train,0.155670166015625,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2017_08_01.tiff,train,0.2125396728515625,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2021_08_01.tiff,train,0.0869293212890625,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2019_08_01.tiff,train,0.17144775390625,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2016_08_01.tiff,train,0.1453094482421875,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2018_06_01.tiff,train,0.220733642578125,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2017_07_01.tiff,train,0.1754913330078125,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2019_07_01.tiff,train,0.2131195068359375,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2020_08_01.tiff,train,0.161346435546875,0,False,-34,-441,0
Deforestation,,-4.37,-55.2,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.20_-4.37_2018_08_01.tiff,train,0.179443359375,0,False,-34,-441,0
Deforestation,,-3.37,-54.48,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2016_08_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2019_08_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2018_08_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2019_07_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2021_08_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2020_08_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2020_06_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2018_06_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2017_07_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2021_05_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.37,-54.48,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.48_-3.37_2017_08_01.tiff,train,0.0,0,True,-26,-435,4
Deforestation,,-3.79,-54.92,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2019_08_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2016_08_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2021_05_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2017_07_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2019_07_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2018_06_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2020_08_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2021_08_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2018_08_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2017_08_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.79,-54.92,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.92_-3.79_2020_06_01.tiff,train,0.0,0,True,-30,-439,1
Deforestation,,-3.63,-54.66,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2019_08_01.tiff,train,0.0936737060546875,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2018_08_01.tiff,train,0.059356689453125,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2017_08_01.tiff,train,0.048065185546875,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2021-05-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2021_05_01.tiff,train,0.49908447265625,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2018_06_01.tiff,train,0.04693603515625,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2019_07_01.tiff,train,0.11260986328125,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2017_07_01.tiff,train,0.042877197265625,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2020_08_01.tiff,train,0.356475830078125,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2021-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2021_08_01.tiff,train,0.3983917236328125,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2020-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2020_06_01.tiff,train,0.19580078125,0,False,-29,-437,4
Deforestation,,-3.63,-54.66,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-54.66_-3.63_2016_08_01.tiff,train,0.056549072265625,0,False,-29,-437,4
Deforestation,,-3.59,-55.04,2016-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.04_-3.59_2016_08_01.tiff,train,0.0,0,True,-28,-440,2
Deforestation,,-3.59,-55.04,2017-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.04_-3.59_2017_08_01.tiff,train,0.0,0,True,-28,-440,2
Deforestation,,-3.59,-55.04,2019-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.04_-3.59_2019_08_01.tiff,train,0.0,0,True,-28,-440,2
Deforestation,,-3.59,-55.04,2018-06-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.04_-3.59_2018_06_01.tiff,train,0.0,0,True,-28,-440,2
Deforestation,,-3.59,-55.04,2018-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.04_-3.59_2018_08_01.tiff,train,0.0,0,True,-28,-440,2
Deforestation,,-3.59,-55.04,2019-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.04_-3.59_2019_07_01.tiff,train,0.0,0,True,-28,-440,2
Deforestation,,-3.59,-55.04,2020-08-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.04_-3.59_2020_08_01.tiff,train,0.0,0,True,-28,-440,2
Deforestation,,-3.59,-55.04,2017-07-01,data/multiearth2023-dataset-final/forest_train/Deforestation_-55.04_-3.59_2017_07_01.tiff,train,0.0,0,True,-28,-440,2
